2026-09-18T15:59:06.581598Z	info	inpod::statemanager	pod received, starting proxy	uid="56160662-5827-40ab-8b73-ff89c5ac3476" name="auth-sim-ambient-d495ff57-x6k54" namespace="capacity-cascade-l11-ambient"
2026-09-18T15:59:15.985337Z	info	access	connection complete	src.addr=10.42.0.14:58930 dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:16.035159Z	info	access	connection complete	src.addr=10.42.0.14:58942 dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
2026-09-18T15:59:16.084328Z	info	access	connection complete	src.addr=10.42.0.14:58948 dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
2026-09-18T15:59:16.134554Z	info	access	connection complete	src.addr=10.42.0.14:58952 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
2026-09-18T15:59:16.185158Z	info	access	connection complete	src.addr=10.42.0.14:58962 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:16.234940Z	info	access	connection complete	src.addr=10.42.0.14:58968 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:16.286400Z	info	access	connection complete	src.addr=10.42.0.14:58980 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:16.334869Z	info	access	connection complete	src.addr=10.42.0.14:58982 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
2026-09-18T15:59:16.385217Z	info	access	connection complete	src.addr=10.42.0.14:58988 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:16.436011Z	info	access	connection complete	src.addr=10.42.0.14:59004 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:16.485283Z	info	access	connection complete	src.addr=10.42.0.14:59014 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
2026-09-18T15:59:16.537067Z	info	access	connection complete	src.addr=10.42.0.14:59022 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="252ms"
2026-09-18T15:59:16.585539Z	info	access	connection complete	src.addr=10.42.0.14:59024 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:16.634599Z	info	access	connection complete	src.addr=10.42.0.14:59040 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
2026-09-18T15:59:16.684822Z	info	access	connection complete	src.addr=10.42.0.14:59046 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
2026-09-18T15:59:16.734207Z	info	access	connection complete	src.addr=10.42.0.14:59054 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
2026-09-18T15:59:16.787488Z	info	access	connection complete	src.addr=10.42.0.14:59070 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
2026-09-18T15:59:16.834619Z	info	access	connection complete	src.addr=10.42.0.14:59082 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
2026-09-18T15:59:16.885100Z	info	access	connection complete	src.addr=10.42.0.14:59090 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
2026-09-18T15:59:16.935714Z	info	access	connection complete	src.addr=10.42.0.14:59106 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:16.984588Z	info	access	connection complete	src.addr=10.42.0.14:59110 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
2026-09-18T15:59:17.034913Z	info	access	connection complete	src.addr=10.42.0.14:59114 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
2026-09-18T15:59:17.086092Z	info	access	connection complete	src.addr=10.42.0.14:59130 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:17.136429Z	info	access	connection complete	src.addr=10.42.0.14:59132 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:17.185561Z	info	access	connection complete	src.addr=10.42.0.14:59146 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:17.234658Z	info	access	connection complete	src.addr=10.42.0.14:59152 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
2026-09-18T15:59:17.284809Z	info	access	connection complete	src.addr=10.42.0.14:59156 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
2026-09-18T15:59:17.335596Z	info	access	connection complete	src.addr=10.42.0.14:59166 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:17.385018Z	info	access	connection complete	src.addr=10.42.0.14:59170 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:17.435408Z	info	access	connection complete	src.addr=10.42.0.14:59174 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:17.485867Z	info	access	connection complete	src.addr=10.42.0.14:59176 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:17.535807Z	info	access	connection complete	src.addr=10.42.0.14:59182 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:17.585002Z	info	access	connection complete	src.addr=10.42.0.14:59188 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:17.634845Z	info	access	connection complete	src.addr=10.42.0.14:59190 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
2026-09-18T15:59:17.684521Z	info	access	connection complete	src.addr=10.42.0.14:59206 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
2026-09-18T15:59:17.735083Z	info	access	connection complete	src.addr=10.42.0.14:59208 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:17.785131Z	info	access	connection complete	src.addr=10.42.0.14:59220 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:17.834270Z	info	access	connection complete	src.addr=10.42.0.14:59222 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
2026-09-18T15:59:17.885608Z	info	access	connection complete	src.addr=10.42.0.14:59224 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:17.934940Z	info	access	connection complete	src.addr=10.42.0.14:59240 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
2026-09-18T15:59:17.986202Z	info	access	connection complete	src.addr=10.42.0.14:59254 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:18.034386Z	info	access	connection complete	src.addr=10.42.0.14:59258 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
2026-09-18T15:59:18.084468Z	info	access	connection complete	src.addr=10.42.0.14:59274 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
2026-09-18T15:59:18.134614Z	info	access	connection complete	src.addr=10.42.0.14:59282 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
2026-09-18T15:59:18.184899Z	info	access	connection complete	src.addr=10.42.0.14:59284 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
2026-09-18T15:59:18.236114Z	info	access	connection complete	src.addr=10.42.0.14:59288 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:18.285216Z	info	access	connection complete	src.addr=10.42.0.14:59296 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:18.334717Z	info	access	connection complete	src.addr=10.42.0.14:59300 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
2026-09-18T15:59:18.385764Z	info	access	connection complete	src.addr=10.42.0.14:59314 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:18.435133Z	info	access	connection complete	src.addr=10.42.0.14:59328 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
